age,job,marital,education,default,spending,housing,cash_loan,contact_number_type,maturity,app_channel,max_late_charge,cash_withdraw_freq,poutcome,y
35,management,married,tertiary,no,200,no,no,cellular,93,3,0,0,unknown,yes
36,blue-collar,married,secondary,no,1409,no,no,unknown,235,2,0,0,unknown,no
26,management,single,tertiary,no,200,no,no,cellular,129,1,0,0,unknown,yes
58,management,married,primary,no,2769,yes,no,cellular,94,2,0,0,unknown,no
50,blue-collar,married,secondary,no,2320,yes,no,cellular,310,1,0,0,unknown,no
61,retired,married,secondary,no,200,yes,no,cellular,195,7,0,0,unknown,no
28,technician,single,secondary,no,2034,yes,no,unknown,196,1,0,0,unknown,no
49,blue-collar,single,primary,no,3018,yes,no,unknown,93,1,0,0,unknown,no
74,retired,married,secondary,no,921,no,no,telephone,29,2,0,0,unknown,yes
53,blue-collar,married,secondary,no,483,yes,no,cellular,288,3,0,0,unknown,no
46,self-employed,married,secondary,no,390,yes,no,cellular,208,2,0,0,unknown,no
47,management,married,tertiary,no,200,no,no,cellular,143,1,0,0,unknown,yes
42,blue-collar,single,primary,no,200,no,no,cellular,86,2,0,0,unknown,no
56,services,married,secondary,no,22196,yes,no,cellular,189,1,0,0,unknown,no
42,technician,married,secondary,no,200,no,no,unknown,249,2,0,0,unknown,no
49,housemaid,married,primary,no,249,yes,no,cellular,85,1,0,0,unknown,no
39,services,married,secondary,no,5731,yes,no,unknown,175,2,0,0,unknown,no
66,retired,married,primary,no,206,no,no,cellular,114,1,0,0,unknown,yes
38,management,single,tertiary,no,200,no,no,cellular,164,1,0,0,unknown,no
32,technician,married,secondary,no,3333,no,no,cellular,50,4,0,0,unknown,no
48,technician,married,secondary,no,7020,no,no,cellular,80,2,0,0,unknown,no
34,admin.,married,tertiary,no,200,no,no,cellular,45,1,0,0,unknown,no
28,student,single,secondary,no,200,no,no,cellular,220,2,0,0,unknown,no
40,admin.,single,secondary,no,1670,yes,no,unknown,161,2,0,0,unknown,no
36,entrepreneur,married,secondary,no,200,no,no,unknown,98,1,0,0,unknown,no
52,retired,married,secondary,no,603,no,yes,unknown,79,1,0,0,unknown,no
46,admin.,married,primary,no,276,yes,yes,unknown,157,2,0,0,unknown,no
25,technician,single,secondary,no,2157,yes,no,cellular,339,1,0,0,unknown,no
52,blue-collar,married,secondary,no,200,yes,no,unknown,274,2,0,0,unknown,no
40,blue-collar,married,primary,no,3658,yes,no,unknown,247,1,0,0,unknown,no
26,management,divorced,tertiary,yes,402,no,yes,unknown,127,2,0,0,unknown,no
26,blue-collar,single,primary,no,3342,yes,no,unknown,329,4,0,0,unknown,no
35,self-employed,single,secondary,no,1732,no,no,telephone,346,3,0,0,unknown,no
40,admin.,single,secondary,no,263,yes,no,unknown,231,1,0,0,unknown,no
33,admin.,married,secondary,no,200,yes,no,cellular,335,1,0,0,unknown,yes
46,technician,divorced,secondary,no,824,yes,no,cellular,64,3,0,0,unknown,yes
28,management,single,tertiary,no,5549,no,no,cellular,18,6,0,0,unknown,no
31,blue-collar,married,secondary,no,200,yes,no,unknown,40,1,0,0,unknown,no
44,blue-collar,married,primary,no,420,yes,no,unknown,110,2,0,0,unknown,no
35,admin.,married,secondary,no,200,no,no,unknown,326,1,0,0,unknown,no
50,technician,divorced,unknown,no,2706,yes,no,unknown,179,3,0,0,unknown,no
32,technician,married,secondary,yes,200,yes,yes,cellular,132,8,0,0,unknown,no
51,admin.,married,secondary,no,423,yes,yes,cellular,95,1,0,0,unknown,no
51,management,married,tertiary,no,892,yes,yes,cellular,248,2,0,0,unknown,no
41,admin.,divorced,secondary,no,365,yes,no,unknown,226,10,0,0,unknown,no
57,technician,married,tertiary,no,27069,no,yes,unknown,174,3,0,0,unknown,no
47,technician,married,secondary,no,938,yes,no,unknown,176,2,0,0,unknown,no
47,admin.,divorced,secondary,no,1139,yes,no,cellular,106,2,0,0,unknown,no
39,technician,married,secondary,no,3663,no,no,cellular,230,3,0,0,unknown,no
53,blue-collar,single,unknown,no,200,no,no,unknown,140,7,0,0,unknown,no
47,blue-collar,married,secondary,yes,614,yes,no,unknown,118,2,0,0,unknown,no
51,technician,divorced,secondary,no,2323,yes,yes,cellular,151,10,0,0,unknown,no
48,blue-collar,married,secondary,no,425,yes,no,telephone,328,2,0,0,unknown,no
32,technician,married,secondary,no,5122,no,no,cellular,31,1,0,0,unknown,no
36,management,divorced,tertiary,no,608,no,no,cellular,125,2,0,0,unknown,no
31,blue-collar,married,secondary,no,1495,yes,yes,unknown,159,3,0,0,unknown,no
49,admin.,married,secondary,no,381,no,no,cellular,139,2,0,0,unknown,no
33,unemployed,divorced,secondary,no,385,no,no,telephone,29,28,0,0,unknown,no
27,blue-collar,married,secondary,no,362,yes,no,unknown,332,2,0,0,unknown,no
45,admin.,married,secondary,no,200,no,no,cellular,152,4,0,0,unknown,no
54,technician,married,secondary,no,315,no,yes,cellular,204,1,0,0,unknown,yes
49,technician,married,tertiary,no,1843,yes,no,cellular,269,1,0,0,unknown,no
47,technician,married,secondary,no,200,no,no,cellular,92,2,0,0,unknown,no
42,housemaid,married,primary,no,200,no,yes,cellular,184,1,0,0,unknown,no
50,entrepreneur,married,tertiary,no,433,yes,no,cellular,47,4,0,0,unknown,no
37,admin.,married,secondary,no,200,yes,no,unknown,158,2,0,0,unknown,no
54,blue-collar,married,primary,no,4503,no,no,telephone,168,3,0,0,unknown,no
40,services,married,secondary,no,200,yes,no,cellular,50,1,0,0,unknown,no
50,services,married,secondary,no,961,no,yes,cellular,27,4,0,0,unknown,no
57,retired,married,secondary,no,200,yes,yes,cellular,93,4,0,0,unknown,no
33,technician,married,secondary,no,3470,no,no,cellular,285,2,0,0,unknown,no
49,technician,married,secondary,no,200,yes,no,cellular,25,1,0,0,unknown,no
35,services,married,secondary,no,200,yes,no,cellular,146,2,0,0,unknown,no
28,blue-collar,single,secondary,no,200,yes,no,unknown,21,1,0,0,unknown,no
58,management,married,tertiary,no,200,no,no,cellular,145,7,0,0,unknown,no
31,admin.,single,secondary,no,407,no,yes,cellular,230,1,0,0,unknown,no
49,blue-collar,single,primary,no,1040,no,no,cellular,109,2,0,0,unknown,no
30,unemployed,married,secondary,no,200,yes,no,unknown,350,4,0,0,unknown,no
29,services,single,secondary,no,209,yes,no,cellular,122,7,0,0,unknown,no
50,management,married,unknown,no,3304,no,no,unknown,279,2,0,0,unknown,no
27,housemaid,married,secondary,no,4848,yes,yes,telephone,82,3,0,0,unknown,no
32,blue-collar,single,secondary,no,1670,yes,no,cellular,183,1,0,0,unknown,no
62,unknown,married,secondary,no,367,no,no,telephone,139,5,0,0,unknown,no
34,blue-collar,single,secondary,no,13683,yes,no,unknown,115,3,0,0,unknown,no
25,admin.,single,tertiary,no,1420,no,no,cellular,124,2,0,0,unknown,no
34,management,single,tertiary,no,340,yes,no,unknown,268,28,0,0,unknown,no
44,technician,single,secondary,no,1679,no,no,telephone,353,1,0,0,unknown,yes
38,management,married,tertiary,no,1198,yes,no,cellular,63,1,0,0,unknown,no
41,entrepreneur,married,secondary,no,1249,yes,no,cellular,26,1,0,0,unknown,no
36,management,single,tertiary,no,678,no,yes,unknown,85,3,0,0,unknown,no
27,management,single,tertiary,no,212,yes,no,cellular,8,1,0,0,unknown,no
37,technician,divorced,secondary,no,200,no,no,cellular,289,2,0,0,unknown,no
39,self-employed,married,secondary,no,4722,yes,no,unknown,118,1,0,0,unknown,no
35,admin.,divorced,tertiary,no,1555,yes,no,unknown,26,2,0,0,unknown,no
40,blue-collar,married,secondary,no,200,yes,no,unknown,112,3,0,0,unknown,no
38,management,single,tertiary,no,200,yes,no,cellular,213,2,0,0,unknown,no
31,technician,married,secondary,no,3706,yes,no,cellular,129,1,0,0,unknown,no
53,management,married,primary,no,2096,no,no,unknown,104,1,0,0,unknown,no
59,blue-collar,married,primary,no,748,no,no,unknown,184,1,0,0,unknown,no
29,management,single,tertiary,no,3357,no,no,cellular,120,3,0,0,unknown,no
30,admin.,single,secondary,no,3809,yes,no,unknown,159,4,0,0,unknown,no
52,admin.,married,secondary,no,395,yes,no,unknown,26,3,0,0,unknown,no
55,blue-collar,married,secondary,no,1011,yes,no,cellular,112,2,0,0,unknown,no
56,blue-collar,married,primary,no,420,yes,no,unknown,76,1,0,0,unknown,no
32,admin.,married,secondary,no,200,yes,no,unknown,189,2,0,0,unknown,no
24,blue-collar,married,secondary,no,200,no,no,unknown,94,1,0,0,unknown,no
51,blue-collar,married,primary,no,844,yes,no,unknown,184,3,0,0,unknown,no
36,management,married,tertiary,no,1318,yes,no,cellular,100,2,0,0,unknown,no
36,technician,married,tertiary,no,200,yes,no,cellular,57,1,0,0,unknown,no
42,management,married,tertiary,no,2187,yes,no,cellular,160,3,0,0,unknown,yes
49,admin.,married,secondary,no,14440,yes,no,cellular,60,1,0,0,unknown,no
48,management,married,secondary,no,2294,yes,no,unknown,251,11,0,0,unknown,no
36,management,married,secondary,no,200,yes,no,unknown,251,3,0,0,unknown,no
48,management,married,primary,no,2537,no,no,cellular,219,6,0,0,unknown,no
30,technician,married,tertiary,no,569,no,no,cellular,246,12,0,0,unknown,yes
27,management,single,tertiary,yes,200,no,yes,cellular,46,1,0,0,unknown,no
38,entrepreneur,married,tertiary,no,200,yes,no,cellular,185,3,0,0,unknown,no
36,technician,single,secondary,yes,200,no,no,cellular,222,2,0,0,unknown,yes
45,technician,married,secondary,no,200,no,no,cellular,65,2,0,0,unknown,no
44,housemaid,married,tertiary,no,460,no,no,unknown,126,1,0,0,unknown,no
42,technician,married,secondary,no,613,yes,no,cellular,67,2,0,0,unknown,no
37,entrepreneur,married,tertiary,no,7944,no,no,cellular,102,1,0,0,unknown,no
44,services,married,secondary,no,1989,yes,yes,cellular,106,2,0,0,unknown,no
48,technician,married,secondary,no,200,yes,yes,cellular,81,1,0,0,unknown,no
56,retired,married,primary,no,200,no,no,cellular,89,23,0,0,unknown,no
37,management,married,tertiary,no,1698,yes,no,unknown,95,2,0,0,unknown,no
47,blue-collar,married,secondary,no,5306,yes,no,unknown,322,1,0,0,unknown,no
39,services,single,secondary,no,471,no,no,unknown,5,1,0,0,unknown,no
40,management,married,tertiary,no,8902,yes,no,cellular,99,5,0,0,unknown,no
38,management,single,tertiary,no,1704,no,no,cellular,222,1,0,0,unknown,no
34,management,married,tertiary,no,3050,yes,no,cellular,104,1,0,0,unknown,yes
53,housemaid,married,primary,no,2581,no,no,cellular,99,1,0,0,unknown,no
32,services,married,secondary,no,200,yes,no,unknown,297,2,0,0,unknown,no
35,blue-collar,married,secondary,no,243,yes,no,cellular,41,3,0,0,unknown,no
24,student,single,secondary,no,1847,no,no,cellular,25,1,0,0,unknown,no
58,blue-collar,married,primary,no,200,yes,no,unknown,170,2,0,0,unknown,no
49,management,married,primary,no,3371,no,no,cellular,269,2,0,0,unknown,yes
55,management,married,tertiary,no,200,yes,no,cellular,73,6,0,0,unknown,no
42,entrepreneur,married,tertiary,no,200,yes,yes,unknown,285,1,0,0,unknown,no
28,admin.,married,secondary,no,934,yes,no,unknown,53,2,0,0,unknown,no
48,blue-collar,married,secondary,no,200,no,yes,unknown,270,1,0,0,unknown,no
51,management,single,tertiary,yes,200,yes,no,cellular,119,6,0,0,unknown,no
38,housemaid,married,primary,no,200,no,no,cellular,269,2,0,0,unknown,no
27,blue-collar,single,secondary,no,200,no,no,unknown,72,2,0,0,unknown,no
40,management,married,tertiary,no,200,no,no,cellular,164,2,0,0,unknown,no
29,services,single,secondary,no,287,yes,no,cellular,196,1,0,0,unknown,no
34,services,married,secondary,no,200,yes,no,cellular,78,4,0,0,unknown,no
44,self-employed,single,tertiary,no,2734,yes,no,cellular,167,4,0,0,unknown,yes
50,entrepreneur,married,tertiary,no,200,no,no,cellular,22,8,0,0,unknown,no
34,management,married,tertiary,no,2594,yes,no,cellular,161,3,0,0,unknown,no
54,retired,divorced,primary,no,200,no,no,unknown,23,4,0,0,unknown,no
34,technician,married,tertiary,no,1611,yes,no,cellular,125,2,0,0,unknown,no
34,admin.,single,tertiary,no,200,yes,yes,cellular,359,1,0,0,unknown,yes
52,blue-collar,married,primary,no,1331,yes,no,cellular,213,2,0,0,unknown,no
60,unknown,married,unknown,no,7337,no,no,cellular,122,1,0,0,unknown,no
39,management,single,secondary,no,835,yes,no,unknown,222,4,0,0,unknown,no
58,retired,married,primary,no,5092,no,no,unknown,199,6,0,0,unknown,no
41,technician,divorced,secondary,no,200,no,no,cellular,261,2,0,0,unknown,no
48,technician,married,secondary,no,10655,no,no,telephone,5,3,0,0,unknown,no
58,management,married,tertiary,no,1831,no,no,cellular,71,1,0,0,unknown,no
40,self-employed,married,primary,no,200,yes,no,unknown,92,1,0,0,unknown,no
48,management,married,tertiary,no,586,yes,yes,cellular,179,2,0,0,unknown,no
52,blue-collar,divorced,primary,no,1758,yes,no,unknown,41,1,0,0,unknown,no
25,technician,single,secondary,no,959,no,no,cellular,144,5,0,0,unknown,no
54,retired,married,primary,no,208,no,no,unknown,255,1,0,0,unknown,no
34,services,married,secondary,no,315,yes,no,unknown,56,2,0,0,unknown,no
37,admin.,married,tertiary,no,801,no,no,cellular,331,7,0,0,unknown,no
32,management,single,tertiary,no,751,yes,no,unknown,64,1,0,0,unknown,no
45,blue-collar,married,secondary,no,784,yes,yes,unknown,34,1,0,0,unknown,no
41,management,married,tertiary,no,200,yes,no,unknown,34,3,0,0,unknown,no
40,technician,divorced,tertiary,no,1871,yes,no,cellular,64,1,0,0,unknown,no
44,services,single,secondary,no,1378,yes,no,unknown,257,2,0,0,unknown,no
30,unknown,single,tertiary,no,6836,no,no,cellular,30,3,0,0,unknown,no
32,services,married,secondary,no,200,yes,no,cellular,164,5,0,0,unknown,no
57,admin.,married,secondary,no,967,yes,no,telephone,8,7,0,0,unknown,no
31,blue-collar,single,tertiary,no,462,yes,yes,unknown,147,1,0,0,unknown,no
49,unknown,married,secondary,no,200,no,no,cellular,173,2,0,0,unknown,no
31,admin.,single,secondary,no,5527,yes,no,unknown,132,1,0,0,unknown,no
41,admin.,married,tertiary,no,1287,no,no,unknown,286,1,0,0,unknown,no
44,management,married,tertiary,no,17361,no,no,unknown,111,1,0,0,unknown,no
54,entrepreneur,married,unknown,no,1956,no,no,cellular,221,5,0,0,unknown,no
37,blue-collar,divorced,secondary,no,200,yes,no,cellular,146,4,0,0,unknown,yes
34,management,married,secondary,no,294,yes,no,unknown,167,2,0,0,unknown,no
43,technician,married,secondary,no,275,no,no,cellular,69,6,0,0,unknown,no
44,services,married,secondary,no,200,no,no,cellular,120,1,0,0,unknown,no
36,technician,married,secondary,no,200,no,no,cellular,69,1,0,0,unknown,no
58,technician,divorced,secondary,no,200,no,no,cellular,131,2,0,0,unknown,no
26,student,single,secondary,no,200,no,no,unknown,95,2,0,0,unknown,no
34,technician,single,secondary,no,200,no,no,cellular,294,3,0,0,unknown,no
55,blue-collar,married,secondary,no,471,yes,no,unknown,58,2,0,0,unknown,no
34,entrepreneur,married,tertiary,no,200,yes,no,unknown,249,2,0,0,unknown,no
41,entrepreneur,divorced,secondary,no,1588,yes,yes,unknown,10,8,0,0,unknown,no
28,blue-collar,single,secondary,no,2700,no,no,cellular,337,4,0,0,unknown,no
41,technician,married,secondary,no,1602,yes,no,cellular,142,1,0,0,unknown,no
30,admin.,married,tertiary,no,200,yes,no,cellular,209,2,0,0,unknown,no
39,technician,married,unknown,no,839,no,no,unknown,95,2,0,0,unknown,no
41,admin.,married,secondary,no,21515,yes,no,unknown,87,1,0,0,unknown,no
36,technician,married,secondary,no,5902,yes,no,unknown,219,4,0,0,unknown,no
37,management,married,tertiary,no,547,yes,yes,unknown,143,1,0,0,unknown,no
59,self-employed,married,tertiary,no,3800,no,yes,cellular,70,1,0,0,unknown,no
26,technician,single,secondary,no,261,yes,no,unknown,6,2,0,0,unknown,no
42,management,married,secondary,yes,200,no,no,cellular,176,1,0,0,unknown,no
46,blue-collar,married,unknown,no,9328,yes,no,cellular,360,3,0,0,unknown,yes
31,admin.,married,secondary,no,200,yes,yes,cellular,101,7,0,0,unknown,no
43,unemployed,married,secondary,no,3529,no,no,cellular,169,2,0,0,unknown,no
48,blue-collar,single,tertiary,no,2330,yes,no,unknown,15,1,0,0,unknown,no
41,blue-collar,married,secondary,no,1334,yes,no,cellular,234,5,0,0,unknown,no
32,self-employed,married,tertiary,no,3601,no,no,cellular,171,15,0,0,unknown,no
45,technician,married,tertiary,no,265,no,no,cellular,14,3,0,0,unknown,no
52,admin.,single,unknown,no,2227,no,no,cellular,242,2,0,0,unknown,yes
37,self-employed,married,secondary,no,487,no,yes,cellular,155,15,0,0,unknown,no
36,services,single,secondary,no,200,yes,no,unknown,223,2,0,0,unknown,no
58,retired,married,secondary,no,14412,no,no,cellular,297,1,0,0,unknown,no
37,management,married,tertiary,no,3288,no,no,cellular,124,2,0,0,unknown,no
30,technician,single,secondary,no,200,no,no,cellular,100,2,0,0,unknown,no
47,technician,married,secondary,no,2246,yes,no,cellular,330,1,0,0,unknown,no
42,management,divorced,tertiary,no,200,no,no,unknown,131,2,0,0,unknown,no
54,blue-collar,married,secondary,no,448,yes,yes,cellular,98,1,0,0,unknown,no
53,entrepreneur,married,primary,no,200,yes,no,telephone,230,3,0,0,unknown,yes
33,blue-collar,divorced,secondary,no,474,no,no,cellular,35,2,0,0,unknown,no
39,services,divorced,secondary,no,282,yes,no,cellular,243,1,0,0,unknown,no
34,technician,single,secondary,no,200,no,no,cellular,274,2,0,0,unknown,no
39,self-employed,single,tertiary,no,3972,no,no,cellular,122,3,0,0,unknown,no
75,retired,married,secondary,no,26452,no,no,telephone,219,2,0,0,unknown,no
33,admin.,divorced,secondary,no,818,yes,yes,cellular,301,3,0,0,unknown,no
37,technician,married,unknown,no,200,no,no,unknown,9,3,0,0,unknown,no
69,retired,married,primary,no,279,no,no,telephone,26,1,0,0,unknown,no
52,unemployed,married,primary,no,200,yes,no,telephone,172,1,0,0,unknown,no
46,services,married,secondary,no,2420,no,no,cellular,40,2,0,0,unknown,no
28,blue-collar,married,secondary,no,200,yes,yes,unknown,132,2,0,0,unknown,no
41,admin.,married,secondary,no,200,no,no,unknown,89,1,0,0,unknown,no
42,technician,divorced,secondary,no,1533,no,yes,cellular,86,1,0,0,unknown,no
34,admin.,single,secondary,no,296,no,no,cellular,147,4,0,0,unknown,no
28,blue-collar,married,secondary,no,2788,yes,no,unknown,4,2,0,0,unknown,yes
43,management,single,secondary,no,200,yes,no,unknown,64,3,0,0,unknown,no
32,technician,married,secondary,no,485,no,no,cellular,98,14,0,0,unknown,no
33,technician,single,tertiary,no,200,no,no,telephone,66,2,0,0,unknown,no
53,technician,married,secondary,no,206,no,no,cellular,87,6,0,0,unknown,no
30,blue-collar,single,secondary,no,6900,no,no,cellular,86,1,0,0,unknown,no
45,services,divorced,secondary,no,200,no,no,unknown,155,2,0,0,unknown,no
45,blue-collar,married,primary,no,200,no,no,unknown,209,5,0,0,unknown,no
53,management,married,primary,no,4086,no,no,unknown,14,3,0,0,unknown,no
40,technician,married,secondary,no,257,yes,no,unknown,1,4,0,0,unknown,no
31,blue-collar,divorced,secondary,no,200,yes,no,cellular,91,1,0,0,unknown,no
30,management,married,tertiary,no,562,no,no,cellular,137,4,0,0,unknown,no
53,entrepreneur,married,secondary,no,200,yes,no,unknown,101,3,0,0,unknown,no
26,management,single,secondary,no,565,yes,no,unknown,217,11,0,0,unknown,no
47,blue-collar,married,secondary,no,200,yes,no,cellular,311,1,0,0,unknown,no
45,unemployed,married,primary,no,200,yes,yes,unknown,62,2,0,0,unknown,no
35,management,married,tertiary,no,200,yes,no,cellular,295,3,0,0,unknown,no
36,management,single,tertiary,no,876,yes,no,unknown,241,2,0,0,unknown,no
57,admin.,married,secondary,no,2137,no,no,telephone,132,7,0,0,unknown,no
42,blue-collar,married,primary,no,260,yes,no,telephone,175,2,0,0,unknown,no
30,management,married,tertiary,no,944,no,no,cellular,251,2,0,0,unknown,yes
36,technician,married,secondary,no,2394,no,no,cellular,184,2,0,0,unknown,no
43,technician,married,secondary,no,297,yes,no,cellular,119,3,0,0,unknown,no
31,technician,single,tertiary,no,969,no,no,cellular,95,1,0,0,unknown,no
35,technician,married,secondary,no,200,no,no,cellular,125,2,0,0,unknown,no
46,technician,married,secondary,no,410,no,yes,cellular,162,5,0,0,unknown,no
30,technician,married,secondary,no,1211,yes,no,cellular,176,1,0,0,unknown,no
33,management,single,tertiary,no,200,no,no,cellular,107,6,0,0,unknown,no
48,blue-collar,married,primary,no,559,yes,no,unknown,136,2,0,0,unknown,no
31,management,married,tertiary,no,1170,no,no,cellular,200,4,0,0,unknown,no
46,management,divorced,tertiary,no,200,no,no,unknown,103,2,0,0,unknown,no
40,services,married,secondary,no,1325,no,no,unknown,150,2,0,0,unknown,no
39,entrepreneur,married,secondary,no,200,no,no,cellular,108,7,0,0,unknown,no
84,retired,divorced,primary,no,639,no,no,telephone,353,3,0,0,unknown,yes
40,blue-collar,married,primary,no,200,yes,yes,telephone,12,4,0,0,unknown,no
55,management,married,tertiary,no,236,no,no,cellular,200,1,0,0,unknown,no
40,services,divorced,secondary,no,1959,yes,no,unknown,177,1,0,0,unknown,no
46,admin.,married,primary,no,200,no,no,telephone,151,2,0,0,unknown,no
43,self-employed,single,tertiary,no,200,no,no,unknown,147,1,0,0,unknown,no
34,blue-collar,married,secondary,no,250,yes,no,unknown,193,6,0,0,unknown,no
35,technician,single,secondary,no,200,no,no,cellular,112,2,0,0,unknown,no
57,retired,married,unknown,no,1621,yes,no,unknown,108,1,0,0,unknown,no
25,student,single,secondary,no,200,no,no,cellular,107,2,0,0,unknown,yes
32,self-employed,married,tertiary,no,200,yes,no,unknown,106,2,0,0,unknown,no
52,retired,single,secondary,no,316,no,no,cellular,98,3,0,0,unknown,no
31,self-employed,single,tertiary,yes,282,yes,no,cellular,131,3,0,0,unknown,no
34,management,married,tertiary,no,308,yes,no,cellular,140,2,0,0,unknown,no
42,technician,divorced,secondary,no,248,no,no,cellular,163,4,0,0,unknown,no
47,blue-collar,divorced,primary,no,200,yes,no,unknown,266,2,0,0,unknown,yes
50,self-employed,divorced,tertiary,no,200,yes,no,cellular,76,1,0,0,unknown,yes
30,technician,married,secondary,no,393,yes,yes,cellular,70,1,0,0,unknown,yes
56,technician,single,tertiary,no,917,no,no,unknown,306,1,0,0,unknown,no
34,admin.,divorced,secondary,no,1268,yes,no,cellular,259,3,0,0,unknown,no
33,technician,married,secondary,no,200,yes,yes,cellular,137,2,0,0,unknown,no
34,management,married,tertiary,no,4831,yes,no,cellular,265,1,0,0,unknown,no
37,technician,married,secondary,no,1063,yes,no,cellular,48,2,0,0,unknown,no
30,management,married,secondary,no,200,yes,no,cellular,26,3,0,0,unknown,no
29,blue-collar,married,secondary,no,424,yes,yes,unknown,241,2,0,0,unknown,no
56,unemployed,divorced,primary,no,802,no,no,telephone,258,2,0,0,unknown,no
31,management,married,tertiary,no,430,yes,no,cellular,137,16,0,0,unknown,no
59,unknown,married,unknown,no,3940,no,no,unknown,48,2,0,0,unknown,no
36,housemaid,married,secondary,no,2880,no,no,unknown,283,1,0,0,unknown,no
51,blue-collar,divorced,secondary,no,1069,yes,no,unknown,247,2,0,0,unknown,no
54,self-employed,divorced,primary,no,4382,yes,no,telephone,193,4,0,0,unknown,no
32,technician,married,tertiary,no,3939,no,no,cellular,209,2,0,0,unknown,no
42,self-employed,married,tertiary,no,753,no,no,unknown,31,1,0,0,unknown,no
29,blue-collar,married,secondary,no,358,no,no,cellular,88,5,0,0,unknown,no
52,blue-collar,married,primary,no,1141,yes,no,cellular,22,5,0,0,unknown,no
40,technician,married,secondary,no,1259,no,no,unknown,234,5,0,0,unknown,no
30,services,married,secondary,no,227,no,yes,unknown,23,1,0,0,unknown,no
55,entrepreneur,divorced,secondary,no,538,yes,no,cellular,353,2,0,0,unknown,yes
49,management,married,tertiary,no,200,yes,no,unknown,221,2,0,0,unknown,no
32,services,single,secondary,no,2478,no,yes,cellular,30,1,0,0,unknown,no
42,technician,married,secondary,no,440,yes,no,cellular,13,5,0,0,unknown,no
56,self-employed,married,secondary,no,800,no,yes,cellular,170,1,0,0,unknown,no
39,unknown,single,secondary,no,914,no,no,unknown,20,1,0,0,unknown,no
30,entrepreneur,single,secondary,no,638,no,no,cellular,358,6,0,0,unknown,no
55,retired,married,secondary,no,200,no,no,cellular,159,1,0,0,unknown,no
43,blue-collar,married,primary,no,483,yes,no,cellular,225,3,0,0,unknown,no
39,self-employed,single,unknown,no,200,no,no,unknown,13,11,0,0,unknown,no
56,technician,divorced,tertiary,no,401,yes,no,telephone,26,1,0,0,unknown,no
29,services,single,unknown,no,200,no,no,unknown,161,1,0,0,unknown,no
38,blue-collar,married,primary,no,506,yes,yes,unknown,122,1,0,0,unknown,no
59,management,married,tertiary,no,1881,no,no,cellular,91,2,0,0,unknown,no
42,technician,single,unknown,no,344,yes,no,unknown,26,7,0,0,unknown,no
46,blue-collar,married,primary,no,200,yes,no,unknown,51,9,0,0,unknown,no
31,admin.,married,secondary,no,200,yes,no,cellular,37,12,0,0,unknown,no
50,self-employed,married,secondary,no,200,no,no,cellular,104,10,0,0,unknown,no
42,blue-collar,married,primary,no,969,yes,no,cellular,356,1,0,0,unknown,no
36,services,single,secondary,no,760,no,no,unknown,9,13,0,0,unknown,no
25,admin.,single,tertiary,no,220,no,no,cellular,68,1,0,0,unknown,no
42,management,single,tertiary,no,10907,no,no,cellular,74,3,0,0,unknown,no
32,blue-collar,married,primary,no,415,yes,no,unknown,47,4,0,0,unknown,yes
57,management,married,tertiary,no,1341,yes,no,unknown,339,2,0,0,unknown,no
48,blue-collar,married,secondary,no,865,yes,no,cellular,78,2,0,0,unknown,no
34,blue-collar,divorced,secondary,no,566,yes,no,unknown,248,2,0,0,unknown,no
33,services,married,secondary,no,210,yes,yes,unknown,201,1,0,0,unknown,no
26,technician,single,secondary,no,1275,yes,no,unknown,18,9,0,0,unknown,no
50,blue-collar,married,secondary,no,579,no,no,cellular,83,4,0,0,unknown,no
60,technician,single,tertiary,no,2934,no,no,cellular,233,2,0,0,unknown,no
47,management,married,tertiary,no,6637,yes,no,cellular,174,2,0,0,unknown,no
31,management,married,tertiary,no,271,no,no,cellular,89,1,0,0,unknown,no
36,services,married,secondary,no,472,yes,no,unknown,287,1,0,0,unknown,no
43,blue-collar,married,primary,no,487,yes,no,unknown,183,2,0,0,unknown,no
30,technician,single,tertiary,no,699,yes,no,cellular,213,4,0,0,unknown,no
32,blue-collar,married,secondary,no,200,no,no,cellular,210,1,0,0,unknown,no
29,management,single,secondary,no,584,yes,no,unknown,176,19,0,0,unknown,no
48,services,divorced,secondary,no,3186,no,yes,cellular,104,1,0,0,unknown,no
32,services,single,secondary,no,200,no,no,cellular,171,1,0,0,unknown,yes
30,housemaid,single,tertiary,no,868,no,no,cellular,22,2,0,0,unknown,no
51,blue-collar,married,unknown,no,1883,yes,no,unknown,57,1,0,0,unknown,no
34,management,married,tertiary,no,606,no,no,cellular,97,1,0,0,unknown,yes
35,blue-collar,married,secondary,no,603,yes,no,cellular,109,2,0,0,unknown,no
49,management,single,primary,no,548,no,no,telephone,115,6,0,0,unknown,no
37,management,married,tertiary,no,1689,yes,no,unknown,280,2,0,0,unknown,no
49,blue-collar,married,primary,no,902,no,no,unknown,210,2,0,0,unknown,no
44,services,divorced,secondary,no,200,yes,yes,unknown,97,1,0,0,unknown,no
39,technician,married,secondary,no,626,yes,no,cellular,126,2,0,0,unknown,no
38,services,married,secondary,no,200,no,yes,cellular,13,6,0,0,unknown,no
51,blue-collar,divorced,secondary,no,200,yes,no,unknown,358,2,0,0,unknown,no
27,blue-collar,single,secondary,no,3792,no,no,cellular,279,2,0,0,unknown,yes
